Problem,Order,High,Phigh,Low,Medium,Choice
31.0,40.0,6.7,0.95,-1.8,6.4,0.0
22.0,41.0,9.6,0.91,-6.4,8.7,0.0
34.0,42.0,1.3,0.05,-4.3,-4.1,0.0
38.0,43.0,6.7,0.07,-6.2,-5.1,0.0
16.0,44.0,-7.1,0.07,-19.6,-18.7,0.0
59.0,45.0,10.1,0.3,4.2,6.0,0.0
12.0,46.0,-5.4,0.94,-16.8,-6.4,0.0
19.0,47.0,-6.5,0.9,-17.5,-8.4,0.0
39.0,48.0,7.4,0.3,-8.2,-6.9,0.0
36.0,49.0,5.0,0.08,-9.1,-7.9,0.0
60.0,50.0,8.0,0.92,0.8,7.7,0.0
32.0,51.0,6.7,0.93,-5.0,5.6,0.0
27.0,52.0,1.6,0.93,-8.3,1.2,0.0
20.0,53.0,-4.3,0.6,-16.1,-4.5,0.0
10.0,54.0,-1.5,0.92,-6.4,-1.8,0.0
28.0,55.0,5.9,0.8,-0.8,4.6,0.0
49.0,56.0,13.4,0.5,3.8,9.9,0.0
54.0,57.0,16.5,0.01,6.9,7.0,0.0
11.0,58.0,-1.2,0.02,-12.3,-12.1,0.0
13.0,59.0,-2.0,0.05,-10.4,-9.4,0.0
55.0,60.0,11.4,0.97,1.9,11.0,0.0
3.0,,,,,,
52.0,1.0,3.5,0.09,0.1,0.5,0.0
19.0,2.0,-6.5,0.9,-17.5,-8.4,1.0
30.0,3.0,3.0,0.91,-7.7,1.4,1.0
40.0,4.0,6.0,0.98,-1.3,5.9,0.0
28.0,5.0,5.9,0.8,-0.8,4.6,1.0
20.0,6.0,-4.3,0.6,-16.1,-4.5,1.0
12.0,7.0,-5.4,0.94,-16.8,-6.4,1.0
4.0,8.0,-10.0,0.2,-29.2,-25.6,1.0
22.0,9.0,9.6,0.91,-6.4,8.7,0.0
41.0,10.0,18.8,0.8,7.6,15.5,0.0
50.0,11.0,5.8,0.04,2.7,2.8,1.0
34.0,12.0,1.3,0.05,-4.3,-4.1,1.0
55.0,13.0,11.4,0.97,1.9,11.0,0.0
49.0,14.0,13.4,0.5,3.8,9.9,0.0
15.0,15.0,-8.9,0.08,-26.3,-25.4,1.0
3.0,16.0,-6.3,0.3,-15.2,-12.2,0.0
27.0,17.0,1.6,0.93,-8.3,1.2,0.0
39.0,18.0,7.4,0.3,-8.2,-6.9,1.0
56.0,19.0,26.5,0.94,8.3,25.2,0.0
31.0,20.0,6.7,0.95,-1.8,6.4,0.0
59.0,21.0,10.1,0.3,4.2,6.0,1.0
13.0,22.0,-2.0,0.05,-10.4,-9.4,1.0
23.0,23.0,7.3,0.8,-3.6,5.6,0.0
42.0,24.0,17.9,0.92,7.2,17.1,0.0
54.0,25.0,16.5,0.01,6.9,7.0,1.0
21.0,26.0,2.0,0.1,-5.7,-4.6,1.0
57.0,27.0,11.5,0.6,3.7,7.9,0.0
1.0,28.0,-0.3,0.96,-2.1,-0.3,0.0
51.0,29.0,13.1,0.94,3.8,12.8,0.0
45.0,30.0,2.8,0.8,1.0,2.2,0.0
16.0,31.0,-7.1,0.07,-19.6,-18.7,1.0
29.0,32.0,7.9,0.92,-2.3,7.0,0.0
53.0,33.0,25.7,0.1,8.1,11.5,1.0
58.0,34.0,20.8,0.99,8.9,20.7,0.0
25.0,35.0,7.4,0.02,-6.6,-6.4,1.0
24.0,36.0,9.2,0.05,-9.5,-7.5,1.0
2.0,37.0,-0.9,0.95,-4.2,-1.0,0.0
33.0,38.0,7.3,0.96,-8.5,6.8,0.0
10.0,39.0,-1.5,0.92,-6.4,-1.8,0.0
36.0,40.0,5.0,0.08,-9.1,-7.9,1.0
48.0,41.0,18.2,0.98,6.9,18.1,0.0
18.0,42.0,-4.0,0.2,-9.3,-8.1,1.0
47.0,43.0,24.3,0.04,9.7,10.6,1.0
32.0,44.0,6.7,0.93,-5.0,5.6,0.0
11.0,45.0,-1.2,0.02,-12.3,-12.1,1.0
60.0,46.0,8.0,0.92,0.8,7.7,0.0
37.0,47.0,2.1,0.8,-8.4,1.3,0.0
8.0,48.0,-0.7,0.1,-6.5,-6.0,1.0
17.0,49.0,-9.7,0.1,-24.7,-23.8,1.0
9.0,50.0,-5.7,0.95,-16.3,-6.1,0.0
38.0,51.0,6.7,0.07,-6.2,-5.1,1.0
14.0,52.0,-8.8,0.6,-19.5,-15.5,1.0
35.0,53.0,3.0,0.93,-7.2,2.2,0.0
26.0,54.0,6.4,0.05,-5.3,-4.9,1.0
5.0,55.0,-1.7,0.9,-3.9,-1.9,0.0
43.0,56.0,22.9,0.06,9.6,9.2,1.0
46.0,57.0,17.1,0.1,6.9,8.0,1.0
44.0,58.0,10.0,0.96,1.7,9.9,0.0
7.0,59.0,-5.6,0.7,-20.2,-11.7,1.0
6.0,60.0,-6.3,0.99,-15.7,-6.4,0.0
-8.8,,,,,,
4.0,1.0,-10.0,0.2,-29.2,-25.6,1.0
55.0,2.0,11.4,0.97,1.9,11.0,1.0
18.0,3.0,-4.0,0.2,-9.3,-8.1,0.0
50.0,4.0,5.8,0.04,2.7,2.8,0.0
46.0,5.0,17.1,0.1,6.9,8.0,0.0
51.0,6.0,13.1,0.94,3.8,12.8,1.0
8.0,7.0,-0.7,0.1,-6.5,-6.0,1.0
1.0,8.0,-0.3,0.96,-2.1,-0.3,1.0
15.0,9.0,-8.9,0.08,-26.3,-25.4,0.0
28.0,10.0,5.9,0.8,-0.8,4.6,0.0
5.0,11.0,-1.7,0.9,-3.9,-1.9,0.0
21.0,12.0,2.0,0.1,-5.7,-4.6,1.0
14.0,13.0,-8.8,0.6,-19.5,-15.5,1.0
13.0,14.0,-2.0,0.05,-10.4,-9.4,0.0
27.0,15.0,1.6,0.93,-8.3,1.2,0.0
9.0,16.0,-5.7,0.95,-16.3,-6.1,0.0
24.0,17.0,9.2,0.05,-9.5,-7.5,1.0
54.0,18.0,16.5,0.01,6.9,7.0,1.0
43.0,19.0,22.9,0.06,9.6,9.2,1.0
56.0,20.0,26.5,0.94,8.3,25.2,0.0
33.0,21.0,7.3,0.96,-8.5,6.8,0.0
11.0,22.0,-1.2,0.02,-12.3,-12.1,1.0
60.0,23.0,8.0,0.92,0.8,7.7,0.0
59.0,24.0,10.1,0.3,4.2,6.0,1.0
30.0,25.0,3.0,0.91,-7.7,1.4,0.0
53.0,26.0,25.7,0.1,8.1,11.5,1.0
20.0,27.0,-4.3,0.6,-16.1,-4.5,0.0
47.0,28.0,24.3,0.04,9.7,10.6,1.0
10.0,29.0,-1.5,0.92,-6.4,-1.8,0.0
38.0,30.0,6.7,0.07,-6.2,-5.1,1.0
31.0,31.0,6.7,0.95,-1.8,6.4,0.0
44.0,32.0,10.0,0.96,1.7,9.9,0.0
22.0,33.0,9.6,0.91,-6.4,8.7,0.0
7.0,34.0,-5.6,0.7,-20.2,-11.7,1.0
52.0,35.0,3.5,0.09,0.1,0.5,1.0
41.0,36.0,18.8,0.8,7.6,15.5,0.0
17.0,37.0,-9.7,0.1,-24.7,-23.8,1.0
2.0,38.0,-0.9,0.95,-4.2,-1.0,0.0
42.0,39.0,17.9,0.92,7.2,17.1,0.0
25.0,40.0,7.4,0.02,-6.6,-6.4,1.0
32.0,41.0,6.7,0.93,-5.0,5.6,0.0
49.0,42.0,13.4,0.5,3.8,9.9,1.0
19.0,43.0,-6.5,0.9,-17.5,-8.4,0.0
57.0,44.0,11.5,0.6,3.7,7.9,1.0
37.0,45.0,2.1,0.8,-8.4,1.3,1.0
48.0,46.0,18.2,0.98,6.9,18.1,0.0
29.0,47.0,7.9,0.92,-2.3,7.0,1.0
23.0,48.0,7.3,0.8,-3.6,5.6,1.0
40.0,49.0,6.0,0.98,-1.3,5.9,0.0
39.0,50.0,7.4,0.3,-8.2,-6.9,1.0
36.0,51.0,5.0,0.08,-9.1,-7.9,1.0
16.0,52.0,-7.1,0.07,-19.6,-18.7,1.0
45.0,53.0,2.8,0.8,1.0,2.2,1.0
3.0,54.0,-6.3,0.3,-15.2,-12.2,1.0
34.0,55.0,1.3,0.05,-4.3,-4.1,1.0
35.0,56.0,3.0,0.93,-7.2,2.2,1.0
12.0,57.0,-5.4,0.94,-16.8,-6.4,0.0
26.0,58.0,6.4,0.05,-5.3,-4.9,0.0
58.0,59.0,20.8,0.99,8.9,20.7,1.0
6.0,60.0,-6.3,0.99,-15.7,-6.4,0.0
13.1,,,,,,
52.0,1.0,3.5,0.09,0.1,0.5,0.0
11.0,2.0,-1.2,0.02,-12.3,-12.1,1.0
48.0,3.0,18.2,0.98,6.9,18.1,1.0
30.0,4.0,3.0,0.91,-7.7,1.4,1.0
50.0,5.0,5.8,0.04,2.7,2.8,0.0
54.0,6.0,16.5,0.01,6.9,7.0,0.0
60.0,7.0,8.0,0.92,0.8,7.7,1.0
1.0,8.0,-0.3,0.96,-2.1,-0.3,0.0
9.0,9.0,-5.7,0.95,-16.3,-6.1,1.0
41.0,10.0,18.8,0.8,7.6,15.5,1.0
24.0,11.0,9.2,0.05,-9.5,-7.5,1.0
43.0,12.0,22.9,0.06,9.6,9.2,0.0
39.0,13.0,7.4,0.3,-8.2,-6.9,1.0
28.0,14.0,5.9,0.8,-0.8,4.6,1.0
10.0,15.0,-1.5,0.92,-6.4,-1.8,0.0
40.0,16.0,6.0,0.98,-1.3,5.9,1.0
22.0,17.0,9.6,0.91,-6.4,8.7,0.0
49.0,18.0,13.4,0.5,3.8,9.9,0.0
2.0,19.0,-0.9,0.95,-4.2,-1.0,1.0
33.0,20.0,7.3,0.96,-8.5,6.8,0.0
35.0,21.0,3.0,0.93,-7.2,2.2,0.0
5.0,22.0,-1.7,0.9,-3.9,-1.9,1.0
57.0,23.0,11.5,0.6,3.7,7.9,0.0
42.0,24.0,17.9,0.92,7.2,17.1,1.0
20.0,25.0,-4.3,0.6,-16.1,-4.5,0.0
51.0,26.0,13.1,0.94,3.8,12.8,1.0
3.0,27.0,-6.3,0.3,-15.2,-12.2,1.0
8.0,28.0,-0.7,0.1,-6.5,-6.0,1.0
26.0,29.0,6.4,0.05,-5.3,-4.9,1.0
13.0,30.0,-2.0,0.05,-10.4,-9.4,1.0
23.0,31.0,7.3,0.8,-3.6,5.6,1.0
29.0,32.0,7.9,0.92,-2.3,7.0,1.0
14.0,33.0,-8.8,0.6,-19.5,-15.5,1.0
56.0,34.0,26.5,0.94,8.3,25.2,1.0
58.0,35.0,20.8,0.99,8.9,20.7,1.0
6.0,36.0,-6.3,0.99,-15.7,-6.4,1.0
55.0,37.0,11.4,0.97,1.9,11.0,1.0
18.0,38.0,-4.0,0.2,-9.3,-8.1,1.0
19.0,39.0,-6.5,0.9,-17.5,-8.4,1.0
46.0,40.0,17.1,0.1,6.9,8.0,0.0
7.0,41.0,-5.6,0.7,-20.2,-11.7,1.0
17.0,42.0,-9.7,0.1,-24.7,-23.8,1.0
47.0,43.0,24.3,0.04,9.7,10.6,1.0
4.0,44.0,-10.0,0.2,-29.2,-25.6,1.0
15.0,45.0,-8.9,0.08,-26.3,-25.4,1.0
45.0,46.0,2.8,0.8,1.0,2.2,1.0
32.0,47.0,6.7,0.93,-5.0,5.6,0.0
59.0,48.0,10.1,0.3,4.2,6.0,0.0
53.0,49.0,25.7,0.1,8.1,11.5,0.0
31.0,50.0,6.7,0.95,-1.8,6.4,0.0
34.0,51.0,1.3,0.05,-4.3,-4.1,1.0
12.0,52.0,-5.4,0.94,-16.8,-6.4,0.0
27.0,53.0,1.6,0.93,-8.3,1.2,0.0
16.0,54.0,-7.1,0.07,-19.6,-18.7,0.0
44.0,55.0,10.0,0.96,1.7,9.9,0.0
38.0,56.0,6.7,0.07,-6.2,-5.1,1.0
25.0,57.0,7.4,0.02,-6.6,-6.4,1.0
21.0,58.0,2.0,0.1,-5.7,-4.6,1.0
36.0,59.0,5.0,0.08,-9.1,-7.9,1.0
37.0,60.0,2.1,0.8,-8.4,1.3,0.0
-5.7,,,,,,
59.0,1.0,10.1,0.3,4.2,6.0,0.0
8.0,2.0,-0.7,0.1,-6.5,-6.0,0.0
5.0,3.0,-1.7,0.9,-3.9,-1.9,1.0
4.0,4.0,-10.0,0.2,-29.2,-25.6,1.0
45.0,5.0,2.8,0.8,1.0,2.2,1.0
40.0,6.0,6.0,0.98,-1.3,5.9,0.0
41.0,7.0,18.8,0.8,7.6,15.5,1.0
55.0,8.0,11.4,0.97,1.9,11.0,0.0
10.0,9.0,-1.5,0.92,-6.4,-1.8,0.0
51.0,10.0,13.1,0.94,3.8,12.8,0.0
28.0,11.0,5.9,0.8,-0.8,4.6,0.0
16.0,12.0,-7.1,0.07,-19.6,-18.7,0.0
20.0,13.0,-4.3,0.6,-16.1,-4.5,0.0
36.0,14.0,5.0,0.08,-9.1,-7.9,0.0
1.0,15.0,-0.3,0.96,-2.1,-0.3,0.0
21.0,16.0,2.0,0.1,-5.7,-4.6,1.0
44.0,17.0,10.0,0.96,1.7,9.9,0.0
49.0,18.0,13.4,0.5,3.8,9.9,0.0
26.0,19.0,6.4,0.05,-5.3,-4.9,0.0
38.0,20.0,6.7,0.07,-6.2,-5.1,0.0
56.0,21.0,26.5,0.94,8.3,25.2,1.0
13.0,22.0,-2.0,0.05,-10.4,-9.4,0.0
12.0,23.0,-5.4,0.94,-16.8,-6.4,0.0
7.0,24.0,-5.6,0.7,-20.2,-11.7,0.0
57.0,25.0,11.5,0.6,3.7,7.9,0.0
30.0,26.0,3.0,0.91,-7.7,1.4,0.0
48.0,27.0,18.2,0.98,6.9,18.1,0.0
15.0,28.0,-8.9,0.08,-26.3,-25.4,1.0
6.0,29.0,-6.3,0.99,-15.7,-6.4,0.0
18.0,30.0,-4.0,0.2,-9.3,-8.1,1.0
58.0,31.0,20.8,0.99,8.9,20.7,0.0
2.0,32.0,-0.9,0.95,-4.2,-1.0,0.0
9.0,33.0,-5.7,0.95,-16.3,-6.1,1.0
42.0,34.0,17.9,0.92,7.2,17.1,0.0
3.0,35.0,-6.3,0.3,-15.2,-12.2,0.0
14.0,36.0,-8.8,0.6,-19.5,-15.5,1.0
46.0,37.0,17.1,0.1,6.9,8.0,0.0
19.0,38.0,-6.5,0.9,-17.5,-8.4,1.0
52.0,39.0,3.5,0.09,0.1,0.5,0.0
32.0,40.0,6.7,0.93,-5.0,5.6,0.0
11.0,41.0,-1.2,0.02,-12.3,-12.1,1.0
23.0,42.0,7.3,0.8,-3.6,5.6,0.0
22.0,43.0,9.6,0.91,-6.4,8.7,0.0
60.0,44.0,8.0,0.92,0.8,7.7,0.0
54.0,45.0,16.5,0.01,6.9,7.0,0.0
27.0,46.0,1.6,0.93,-8.3,1.2,0.0
53.0,47.0,25.7,0.1,8.1,11.5,0.0
50.0,48.0,5.8,0.04,2.7,2.8,1.0
33.0,49.0,7.3,0.96,-8.5,6.8,0.0
39.0,50.0,7.4,0.3,-8.2,-6.9,1.0
35.0,51.0,3.0,0.93,-7.2,2.2,0.0
43.0,52.0,22.9,0.06,9.6,9.2,1.0
17.0,53.0,-9.7,0.1,-24.7,-23.8,0.0
29.0,54.0,7.9,0.92,-2.3,7.0,0.0
37.0,55.0,2.1,0.8,-8.4,1.3,0.0
24.0,56.0,9.2,0.05,-9.5,-7.5,0.0
34.0,57.0,1.3,0.05,-4.3,-4.1,1.0
31.0,58.0,6.7,0.95,-1.8,6.4,0.0
25.0,59.0,7.4,0.02,-6.6,-6.4,1.0
47.0,60.0,24.3,0.04,9.7,10.6,1.0
-6.4,,,,,,
51.0,1.0,13.1,0.94,3.8,12.8,0.0
34.0,2.0,1.3,0.05,-4.3,-4.1,0.0
38.0,3.0,6.7,0.07,-6.2,-5.1,1.0
37.0,4.0,2.1,0.8,-8.4,1.3,0.0
42.0,5.0,17.9,0.92,7.2,17.1,0.0
12.0,6.0,-5.4,0.94,-16.8,-6.4,1.0
10.0,7.0,-1.5,0.92,-6.4,-1.8,0.0
55.0,8.0,11.4,0.97,1.9,11.0,0.0
60.0,9.0,8.0,0.92,0.8,7.7,0.0
49.0,10.0,13.4,0.5,3.8,9.9,0.0
28.0,11.0,5.9,0.8,-0.8,4.6,0.0
43.0,12.0,22.9,0.06,9.6,9.2,1.0
4.0,13.0,-10.0,0.2,-29.2,-25.6,1.0
15.0,14.0,-8.9,0.08,-26.3,-25.4,1.0
24.0,15.0,9.2,0.05,-9.5,-7.5,1.0
31.0,16.0,6.7,0.95,-1.8,6.4,0.0
18.0,17.0,-4.0,0.2,-9.3,-8.1,1.0
47.0,18.0,24.3,0.04,9.7,10.6,1.0
48.0,19.0,18.2,0.98,6.9,18.1,0.0
8.0,20.0,-0.7,0.1,-6.5,-6.0,1.0
25.0,21.0,7.4,0.02,-6.6,-6.4,1.0
29.0,22.0,7.9,0.92,-2.3,7.0,0.0
41.0,23.0,18.8,0.8,7.6,15.5,0.0
16.0,24.0,-7.1,0.07,-19.6,-18.7,1.0
20.0,25.0,-4.3,0.6,-16.1,-4.5,0.0
1.0,26.0,-0.3,0.96,-2.1,-0.3,1.0
59.0,27.0,10.1,0.3,4.2,6.0,0.0
13.0,28.0,-2.0,0.05,-10.4,-9.4,1.0
19.0,29.0,-6.5,0.9,-17.5,-8.4,0.0
21.0,30.0,2.0,0.1,-5.7,-4.6,1.0
27.0,31.0,1.6,0.93,-8.3,1.2,0.0
56.0,32.0,26.5,0.94,8.3,25.2,0.0
26.0,33.0,6.4,0.05,-5.3,-4.9,1.0
32.0,34.0,6.7,0.93,-5.0,5.6,0.0
11.0,35.0,-1.2,0.02,-12.3,-12.1,1.0
30.0,36.0,3.0,0.91,-7.7,1.4,0.0
57.0,37.0,11.5,0.6,3.7,7.9,0.0
5.0,38.0,-1.7,0.9,-3.9,-1.9,0.0
14.0,39.0,-8.8,0.6,-19.5,-15.5,1.0
7.0,40.0,-5.6,0.7,-20.2,-11.7,1.0
23.0,41.0,7.3,0.8,-3.6,5.6,0.0
53.0,42.0,25.7,0.1,8.1,11.5,0.0
33.0,43.0,7.3,0.96,-8.5,6.8,0.0
40.0,44.0,6.0,0.98,-1.3,5.9,0.0
44.0,45.0,10.0,0.96,1.7,9.9,0.0
36.0,46.0,5.0,0.08,-9.1,-7.9,1.0
2.0,47.0,-0.9,0.95,-4.2,-1.0,0.0
46.0,48.0,17.1,0.1,6.9,8.0,1.0
3.0,49.0,-6.3,0.3,-15.2,-12.2,1.0
50.0,50.0,5.8,0.04,2.7,2.8,1.0
45.0,51.0,2.8,0.8,1.0,2.2,0.0
6.0,52.0,-6.3,0.99,-15.7,-6.4,0.0
22.0,53.0,9.6,0.91,-6.4,8.7,0.0
54.0,54.0,16.5,0.01,6.9,7.0,1.0
17.0,55.0,-9.7,0.1,-24.7,-23.8,1.0
52.0,56.0,3.5,0.09,0.1,0.5,0.0
58.0,57.0,20.8,0.99,8.9,20.7,0.0
35.0,58.0,3.0,0.93,-7.2,2.2,0.0
9.0,59.0,-5.7,0.95,-16.3,-6.1,0.0
39.0,60.0,7.4,0.3,-8.2,-6.9,1.0
5.6,,,,,,
35.0,1.0,3.0,0.93,-7.2,2.2,0.0
38.0,2.0,6.7,0.07,-6.2,-5.1,1.0
47.0,3.0,24.3,0.04,9.7,10.6,1.0
11.0,4.0,-1.2,0.02,-12.3,-12.1,1.0
56.0,5.0,26.5,0.94,8.3,25.2,0.0
53.0,6.0,25.7,0.1,8.1,11.5,0.0
5.0,7.0,-1.7,0.9,-3.9,-1.9,0.0
18.0,8.0,-4.0,0.2,-9.3,-8.1,1.0
19.0,9.0,-6.5,0.9,-17.5,-8.4,1.0
8.0,10.0,-0.7,0.1,-6.5,-6.0,1.0
41.0,11.0,18.8,0.8,7.6,15.5,0.0
26.0,12.0,6.4,0.05,-5.3,-4.9,1.0
27.0,13.0,1.6,0.93,-8.3,1.2,1.0
14.0,14.0,-8.8,0.6,-19.5,-15.5,1.0
12.0,15.0,-5.4,0.94,-16.8,-6.4,0.0
1.0,16.0,-0.3,0.96,-2.1,-0.3,0.0
6.0,17.0,-6.3,0.99,-15.7,-6.4,0.0
37.0,18.0,2.1,0.8,-8.4,1.3,0.0
23.0,19.0,7.3,0.8,-3.6,5.6,0.0
50.0,20.0,5.8,0.04,2.7,2.8,1.0
15.0,21.0,-8.9,0.08,-26.3,-25.4,1.0
43.0,22.0,22.9,0.06,9.6,9.2,1.0
34.0,23.0,1.3,0.05,-4.3,-4.1,1.0
3.0,24.0,-6.3,0.3,-15.2,-12.2,1.0
49.0,25.0,13.4,0.5,3.8,9.9,0.0
21.0,26.0,2.0,0.1,-5.7,-4.6,1.0
59.0,27.0,10.1,0.3,4.2,6.0,1.0
29.0,28.0,7.9,0.92,-2.3,7.0,0.0
17.0,29.0,-9.7,0.1,-24.7,-23.8,1.0
4.0,30.0,-10.0,0.2,-29.2,-25.6,1.0
54.0,31.0,16.5,0.01,6.9,7.0,1.0
10.0,32.0,-1.5,0.92,-6.4,-1.8,1.0
30.0,33.0,3.0,0.91,-7.7,1.4,1.0
39.0,34.0,7.4,0.3,-8.2,-6.9,1.0
20.0,35.0,-4.3,0.6,-16.1,-4.5,0.0
31.0,36.0,6.7,0.95,-1.8,6.4,0.0
42.0,37.0,17.9,0.92,7.2,17.1,0.0
32.0,38.0,6.7,0.93,-5.0,5.6,0.0
46.0,39.0,17.1,0.1,6.9,8.0,1.0
60.0,40.0,8.0,0.92,0.8,7.7,0.0
24.0,41.0,9.2,0.05,-9.5,-7.5,1.0
40.0,42.0,6.0,0.98,-1.3,5.9,0.0
13.0,43.0,-2.0,0.05,-10.4,-9.4,1.0
57.0,44.0,11.5,0.6,3.7,7.9,1.0
2.0,45.0,-0.9,0.95,-4.2,-1.0,0.0
28.0,46.0,5.9,0.8,-0.8,4.6,0.0
45.0,47.0,2.8,0.8,1.0,2.2,0.0
55.0,48.0,11.4,0.97,1.9,11.0,0.0
33.0,49.0,7.3,0.96,-8.5,6.8,0.0
51.0,50.0,13.1,0.94,3.8,12.8,0.0
44.0,51.0,10.0,0.96,1.7,9.9,0.0
25.0,52.0,7.4,0.02,-6.6,-6.4,1.0
22.0,53.0,9.6,0.91,-6.4,8.7,0.0
36.0,54.0,5.0,0.08,-9.1,-7.9,0.0
7.0,55.0,-5.6,0.7,-20.2,-11.7,0.0
9.0,56.0,-5.7,0.95,-16.3,-6.1,0.0
58.0,57.0,20.8,0.99,8.9,20.7,0.0
48.0,58.0,18.2,0.98,6.9,18.1,0.0
16.0,59.0,-7.1,0.07,-19.6,-18.7,1.0
52.0,60.0,3.5,0.09,0.1,0.5,1.0
-6.2,,,,,,
28.0,1.0,5.9,0.8,-0.8,4.6,1.0
20.0,2.0,-4.3,0.6,-16.1,-4.5,0.0
21.0,3.0,2.0,0.1,-5.7,-4.6,0.0
43.0,4.0,22.9,0.06,9.6,9.2,1.0
5.0,5.0,-1.7,0.9,-3.9,-1.9,1.0
25.0,6.0,7.4,0.02,-6.6,-6.4,0.0
27.0,7.0,1.6,0.93,-8.3,1.2,1.0
56.0,8.0,26.5,0.94,8.3,25.2,0.0
6.0,9.0,-6.3,0.99,-15.7,-6.4,1.0
17.0,10.0,-9.7,0.1,-24.7,-23.8,0.0
9.0,11.0,-5.7,0.95,-16.3,-6.1,0.0
3.0,12.0,-6.3,0.3,-15.2,-12.2,1.0
32.0,13.0,6.7,0.93,-5.0,5.6,1.0
19.0,14.0,-6.5,0.9,-17.5,-8.4,0.0
13.0,15.0,-2.0,0.05,-10.4,-9.4,0.0
29.0,16.0,7.9,0.92,-2.3,7.0,1.0
10.0,17.0,-1.5,0.92,-6.4,-1.8,1.0
34.0,18.0,1.3,0.05,-4.3,-4.1,1.0
18.0,19.0,-4.0,0.2,-9.3,-8.1,0.0
